Invoice_date,Prod_cat,Price,units_sold,Sales,Day,D/W,Oper_prof,sales_marg,Retailer,Region,State,City,Method,Invoice_ID,Retailer_ID
2021-07-05,Women's Athletic Footwear,52,202,10504,Mon,D,4412,42,Foot Locker,Southeast,South Carolina,Charleston,Online,68537662,8948
2021-07-05,Men's Apparel,64,240,15360,Mon,D,6912,45,Foot Locker,Southeast,South Carolina,Charleston,Online,58829202,8948
2021-07-05,Women's Apparel,66,244,16104,Mon,D,10468,65,Foot Locker,Southeast,South Carolina,Charleston,Online,35303787,8948
2021-08-06,Men's Street Footwear,62,326,20212,Fri,D,11521,57,Foot Locker,Southeast,South Carolina,Charleston,Online,28762471,8948
2021-08-06,Men's Athletic Footwear,54,243,13122,Fri,D,6430,49,Foot Locker,Southeast,South Carolina,Charleston,Online,97238427,8948
2021-08-06,Women's Street Footwear,50,231,11550,Fri,D,4620,40,Foot Locker,Southeast,South Carolina,Charleston,Online,91906687,8948
2021-08-06,Women's Athletic Footwear,44,233,10252,Fri,D,4203,41,Foot Locker,Southeast,South Carolina,Charleston,Online,99123422,8948
2021-08-06,Men's Apparel,51,225,11475,Fri,D,5279,46,Foot Locker,Southeast,South Carolina,Charleston,Online,66371292,8948
2021-08-06,Women's Apparel,58,278,16124,Fri,D,9836,61,Foot Locker,Southeast,South Carolina,Charleston,Online,45398589,8948
2021-09-05,Men's Street Footwear,51,287,14637,Sun,W,8489,58,Foot Locker,Southeast,South Carolina,Charleston,Online,51137988,8948
2021-09-05,Men's Athletic Footwear,48,223,10704,Sun,W,5138,48,Foot Locker,Southeast,South Carolina,Charleston,Online,18978510,8948
2021-09-05,Women's Street Footwear,38,196,7448,Sun,W,2905,39,Foot Locker,Southeast,South Carolina,Charleston,Online,86293543,8948
2021-09-05,Women's Athletic Footwear,39,210,8190,Sun,W,3276,40,Foot Locker,Southeast,South Carolina,Charleston,Online,55682065,8948
2021-09-05,Men's Apparel,48,175,8400,Sun,W,3864,46,Foot Locker,Southeast,South Carolina,Charleston,Online,33131985,8948
2021-09-05,Women's Apparel,52,232,12064,Sun,W,7238,60,Foot Locker,Southeast,South Carolina,Charleston,Online,71847650,8948
2021-10-07,Men's Street Footwear,50,244,12200,Thu,D,7320,60,Foot Locker,Southeast,South Carolina,Charleston,Online,26274387,8948
2021-10-07,Men's Athletic Footwear,42,208,8736,Thu,D,4368,50,Foot Locker,Southeast,South Carolina,Charleston,Online,21736080,8948
2021-10-07,Women's Street Footwear,41,176,7216,Thu,D,2814,39,Foot Locker,Southeast,South Carolina,Charleston,Online,16577570,8948
2021-10-07,Women's Athletic Footwear,41,176,7216,Thu,D,2886,40,Foot Locker,Southeast,South Carolina,Charleston,Online,33339518,8948
2021-10-07,Men's Apparel,52,189,9828,Thu,D,4717,48,Foot Locker,Southeast,South Carolina,Charleston,Online,29936005,8948
2021-10-07,Women's Apparel,56,225,12600,Thu,D,8190,65,Foot Locker,Southeast,South Carolina,Charleston,Online,94040573,8948
2021-11-06,Men's Street Footwear,50,278,13900,Sat,W,7923,57,Foot Locker,Southeast,South Carolina,Charleston,Online,30694677,8948
2021-11-06,Men's Athletic Footwear,44,188,8272,Sat,W,3722,45,Foot Locker,Southeast,South Carolina,Charleston,Online,84804089,8948
2021-11-06,Women's Street Footwear,43,202,8686,Sat,W,3040,35,Foot Locker,Southeast,South Carolina,Charleston,Online,19115584,8948
2021-11-06,Women's Athletic Footwear,53,225,11925,Sat,W,5009,42,Foot Locker,Southeast,South Carolina,Charleston,Online,96252781,8948
2021-11-06,Men's Apparel,66,196,12936,Sat,W,6080,47,Foot Locker,Southeast,South Carolina,Charleston,Online,10088198,8948
2021-11-06,Women's Apparel,74,206,15244,Sat,W,9604,63,Foot Locker,Southeast,South Carolina,Charleston,Online,85710385,8948
2021-12-05,Men's Street Footwear,67,290,19430,Sun,W,11658,60,Foot Locker,Southeast,South Carolina,Charleston,Online,68575010,8948
2021-12-05,Men's Athletic Footwear,58,219,12702,Sun,W,5716,45,Foot Locker,Southeast,South Carolina,Charleston,Online,45243196,8948
2021-12-05,Women's Street Footwear,56,215,12040,Sun,W,4214,35,Sports Direct,Southeast,South Carolina,Charleston,Online,50604127,3688
2021-12-05,Women's Athletic Footwear,59,194,11446,Sun,W,5151,45,Sports Direct,Southeast,South Carolina,Charleston,Online,72653601,3688
2021-12-05,Men's Apparel,66,225,14850,Sun,W,6683,45,Sports Direct,Southeast,South Carolina,Charleston,Online,48355371,3688
2021-12-05,Women's Apparel,68,228,15504,Sun,W,9302,60,Sports Direct,Southeast,South Carolina,Charleston,Online,60360471,3688
2021-01-06,Men's Street Footwear,33,231,7623,Wed,D,3812,50,Sports Direct,Southeast,South Carolina,Charleston,Online,44684456,3688
2021-01-06,Men's Athletic Footwear,34,181,6154,Wed,D,3077,50,Sports Direct,Southeast,South Carolina,Charleston,Online,52680708,3688
2021-01-06,Women's Street Footwear,24,189,4536,Wed,D,2449,54,Sports Direct,Southeast,South Carolina,Charleston,Online,61945330,3688
2021-01-06,Women's Athletic Footwear,29,173,5017,Wed,D,2759,55,Sports Direct,Southeast,South Carolina,Charleston,Online,92488827,3688
2021-01-06,Men's Apparel,42,156,6552,Wed,D,3014,46,Sports Direct,Southeast,South Carolina,Charleston,Online,66471952,3688
2021-01-06,Women's Apparel,34,196,6664,Wed,D,4265,64,Sports Direct,Southeast,South Carolina,Charleston,Online,45351420,3688
2021-02-04,Men's Street Footwear,34,263,8942,Thu,D,4471,50,Sports Direct,Southeast,South Carolina,Charleston,Online,79612020,3688
2021-02-04,Men's Athletic Footwear,34,188,6392,Thu,D,3068,48,Sports Direct,Southeast,South Carolina,Charleston,Online,28085726,3688
2021-02-04,Women's Street Footwear,23,169,3887,Thu,D,2138,55,Sports Direct,Southeast,South Carolina,Charleston,Online,85818058,3688
2021-02-04,Women's Athletic Footwear,29,142,4118,Thu,D,2059,50,Sports Direct,Southeast,North Carolina,Charlotte,Online,48596454,3688
2021-02-04,Men's Apparel,44,180,7920,Thu,D,3960,50,Sports Direct,Southeast,North Carolina,Charlotte,Online,95857779,3688
2021-02-04,Women's Apparel,29,203,5887,Thu,D,3532,60,Sports Direct,Southeast,North Carolina,Charlotte,Online,97391733,3688
2021-03-02,Men's Street Footwear,28,276,7728,Tue,D,4173,54,Sports Direct,Southeast,North Carolina,Charlotte,Online,12861025,3688
2021-03-02,Men's Athletic Footwear,29,150,4350,Tue,D,1958,45,Sports Direct,Southeast,North Carolina,Charlotte,Online,20746225,3688
2021-03-02,Women's Street Footwear,19,181,3439,Tue,D,1788,52,Sports Direct,Southeast,North Carolina,Charlotte,Online,98767449,3688
2021-03-02,Women's Athletic Footwear,25,124,3100,Tue,D,1674,54,Sports Direct,Southeast,North Carolina,Charlotte,Online,33009166,3688
2021-03-02,Men's Apparel,37,158,5846,Tue,D,2631,45,Sports Direct,Southeast,North Carolina,Charlotte,Online,26602400,3688
2021-03-02,Women's Apparel,27,169,4563,Tue,D,2829,62,Sports Direct,Southeast,North Carolina,Charlotte,Online,56352950,3688
2021-04-03,Men's Street Footwear,27,263,7101,Sat,W,3835,54,Sports Direct,Southeast,North Carolina,Charlotte,Online,88986720,3688
2021-04-03,Men's Athletic Footwear,28,155,4340,Sat,W,2040,47,Sports Direct,Southeast,North Carolina,Charlotte,Online,64683971,3688
2021-04-03,Women's Street Footwear,20,144,2880,Sat,W,1584,55,Sports Direct,Southeast,North Carolina,Charlotte,Online,50865674,3688
2021-04-03,Women's Athletic Footwear,24,140,3360,Sat,W,1814,54,Sports Direct,Southeast,North Carolina,Charlotte,Online,85631256,3688
2021-04-03,Men's Apparel,42,131,5502,Sat,W,2751,50,Sports Direct,Southeast,North Carolina,Charlotte,Online,96416240,3688
2021-04-03,Women's Apparel,32,189,6048,Sat,W,3689,61,Sports Direct,Southeast,North Carolina,Charlotte,Online,17942373,3688
2021-05-02,Men's Street Footwear,41,246,10086,Sun,W,5547,55,Sports Direct,Southeast,North Carolina,Charlotte,Online,13038897,3688
2021-05-02,Men's Athletic Footwear,42,182,7644,Sun,W,3516,46,Sports Direct,Southeast,North Carolina,Charlotte,Online,60822423,3688
2021-05-02,Women's Street Footwear,37,169,6253,Sun,W,3314,53,Sports Direct,Southeast,North Carolina,Charlotte,Online,94491001,3688
2021-05-02,Women's Athletic Footwear,38,150,5700,Sun,W,3078,54,Sports Direct,Southeast,North Carolina,Charlotte,Online,57187648,3688
2021-05-02,Men's Apparel,46,150,6900,Sun,W,3381,49,Sports Direct,Southeast,North Carolina,Charlotte,Online,27775126,3688
2021-05-02,Women's Apparel,51,203,10353,Sun,W,6419,62,Sports Direct,Southeast,North Carolina,Charlotte,Online,19201669,3688
2021-06-04,Men's Street Footwear,46,238,10948,Fri,D,6021,55,Sports Direct,Southeast,North Carolina,Charlotte,Online,34414310,3688
2021-06-04,Men's Athletic Footwear,42,182,7644,Fri,D,3593,47,Sports Direct,Southeast,North Carolina,Charlotte,Online,37021167,3688
2021-06-04,Women's Street Footwear,47,169,7943,Fri,D,4289,54,Sports Direct,Southeast,North Carolina,Charlotte,Online,86526538,3688
2021-06-04,Women's Athletic Footwear,49,169,8281,Fri,D,4223,51,Sports Direct,Southeast,North Carolina,Charlotte,Online,35621924,3688
2021-06-04,Men's Apparel,61,163,9943,Fri,D,4872,49,Sports Direct,Southeast,North Carolina,Charlotte,Online,64100676,3688
2021-06-04,Women's Apparel,67,231,15477,Fri,D,9286,60,Sports Direct,Southeast,North Carolina,Charlotte,Online,63184682,3688
2021-07-02,Men's Street Footwear,60,294,17640,Fri,D,8820,50,Sports Direct,Southeast,North Carolina,Charlotte,Online,14490020,3688
2021-07-02,Men's Athletic Footwear,58,224,12992,Fri,D,6496,50,Sports Direct,Southeast,North Carolina,Charlotte,Online,36640956,3688
2021-07-02,Women's Street Footwear,53,196,10388,Fri,D,5713,55,Sports Direct,Southeast,North Carolina,Charlotte,Online,96923175,3688
2021-07-02,Women's Athletic Footwear,52,203,10556,Fri,D,5384,51,Sports Direct,Southeast,North Carolina,Charlotte,Online,19877749,3688
2021-07-02,Men's Apparel,59,182,10738,Fri,D,5262,49,Sports Direct,Southeast,North Carolina,Charlotte,Online,49632982,3688
2021-07-02,Women's Apparel,64,263,16832,Fri,D,10604,63,Sports Direct,Southeast,North Carolina,Charlotte,Online,21855473,3688
2021-08-03,Men's Street Footwear,61,308,18788,Tue,D,9958,53,Sports Direct,Southeast,North Carolina,Charlotte,Online,36503806,3688
2021-08-03,Men's Athletic Footwear,58,200,11600,Tue,D,5220,45,Sports Direct,Southeast,North Carolina,Charlotte,Online,83095656,3688
2021-08-03,Women's Street Footwear,54,210,11340,Tue,D,6010,53,Sports Direct,Southeast,North Carolina,Charlotte,Online,48308779,3688
2021-08-03,Women's Athletic Footwear,44,182,8008,Tue,D,4244,53,Sports Direct,Southeast,North Carolina,Charlotte,Online,42030004,3688
2021-08-03,Men's Apparel,53,176,9328,Tue,D,4477,48,Sports Direct,Southeast,North Carolina,Charlotte,Online,13212396,3688
2021-08-03,Women's Apparel,54,231,12474,Tue,D,7983,64,Sports Direct,Southeast,North Carolina,Charlotte,Online,13641153,3688
2021-09-02,Men's Street Footwear,53,250,13250,Thu,D,6890,52,Sports Direct,Southeast,North Carolina,Charlotte,Online,41318522,3688
2021-09-02,Men's Athletic Footwear,49,181,8869,Thu,D,4435,50,Sports Direct,Southeast,North Carolina,Charlotte,Online,73374587,3688
2021-09-02,Women's Street Footwear,28,175,4900,Thu,D,2499,51,Sports Direct,Southeast,North Carolina,Charlotte,Online,56416739,3688
2021-09-02,Women's Athletic Footwear,28,150,4200,Thu,D,2100,50,Sports Direct,Southeast,North Carolina,Charlotte,Online,49998858,3688
2021-09-02,Men's Apparel,38,156,5928,Thu,D,2727,46,Sports Direct,Southeast,North Carolina,Charlotte,Online,70466980,3688
2021-09-02,Women's Apparel,41,203,8323,Thu,D,5077,61,Sports Direct,Southeast,North Carolina,Charlotte,Online,73180675,3688
2021-10-04,Men's Street Footwear,42,245,10290,Mon,D,5557,54,Sports Direct,Southeast,North Carolina,Charlotte,Online,32471294,3688
2021-10-04,Men's Athletic Footwear,33,196,6468,Mon,D,2975,46,Sports Direct,Southeast,North Carolina,Charlotte,Online,66945828,3688
2021-10-04,Women's Street Footwear,34,150,5100,Mon,D,2601,51,Sports Direct,Southeast,North Carolina,Charlotte,Online,18817937,3688
2021-10-04,Women's Athletic Footwear,34,160,5440,Mon,D,2938,54,Sports Direct,Southeast,North Carolina,Charlotte,Online,17043601,3688
2021-10-04,Men's Apparel,42,149,6258,Mon,D,2941,47,Sports Direct,Southeast,North Carolina,Charlotte,Online,14561638,3688
2021-10-04,Women's Apparel,48,176,8448,Mon,D,5322,63,Sports Direct,Southeast,North Carolina,Charlotte,Online,67115499,3688
2021-11-03,Men's Street Footwear,44,215,9460,Wed,D,5203,55,Sports Direct,Southeast,North Carolina,Charlotte,Online,13730936,3688
2021-11-03,Men's Athletic Footwear,32,195,6240,Wed,D,2933,47,Sports Direct,Southeast,North Carolina,Charlotte,Online,53466829,3688
2021-11-03,Women's Street Footwear,38,167,6346,Wed,D,3427,54,Sports Direct,Southeast,North Carolina,Charlotte,Online,22750355,3688
2021-11-03,Women's Athletic Footwear,55,163,8965,Wed,D,4572,51,Sports Direct,Southeast,North Carolina,Charlotte,Online,84860325,3688
2021-11-03,Men's Apparel,72,163,11736,Wed,D,5751,49,Sports Direct,Southeast,North Carolina,Charlotte,Online,62732084,3688
2021-11-03,Women's Apparel,72,210,15120,Wed,D,9677,64,Sports Direct,Southeast,North Carolina,Charlotte,Online,56223880,3688
2021-12-02,Men's Street Footwear,64,244,15616,Thu,D,7964,51,Sports Direct,Southeast,North Carolina,Charlotte,Online,63041316,3688
2021-12-02,Men's Athletic Footwear,55,202,11110,Thu,D,5000,45,Sports Direct,Southeast,North Carolina,Charlotte,Online,58518324,3688
2021-12-02,Women's Street Footwear,55,218,11990,Thu,D,6115,51,Amazon,Southeast,North Carolina,Charlotte,Online,81102839,5001
2021-12-02,Women's Athletic Footwear,55,196,10780,Thu,D,5821,54,Amazon,Southeast,North Carolina,Charlotte,Online,62262490,5001
2021-12-02,Men's Apparel,65,169,10985,Thu,D,5383,49,Amazon,Southeast,North Carolina,Charlotte,Online,16101239,5001
2021-12-02,Women's Apparel,69,225,15525,Thu,D,10091,65,Amazon,Southeast,North Carolina,Charlotte,Online,36928103,5001
2021-01-13,Men's Street Footwear,32,194,6208,Wed,D,3228,52,Amazon,Southeast,North Carolina,Charlotte,Online,55211556,5001
2021-01-13,Men's Athletic Footwear,33,150,4950,Wed,D,2475,50,Amazon,Southeast,North Carolina,Charlotte,Online,43004957,5001
2021-01-13,Women's Street Footwear,24,167,4008,Wed,D,2164,54,Amazon,Southeast,North Carolina,Charlotte,Online,87160132,5001
2021-01-13,Women's Athletic Footwear,29,123,3567,Wed,D,1855,52,Amazon,Southeast,North Carolina,Charlotte,Online,22167976,5001
2021-01-13,Men's Apparel,44,128,5632,Wed,D,2816,50,Amazon,Southeast,North Carolina,Charlotte,Online,29260929,5001
2021-01-13,Women's Apparel,32,173,5536,Wed,D,3598,65,Amazon,Southeast,North Carolina,Charlotte,Online,35543970,5001
2021-02-11,Men's Street Footwear,32,231,7392,Thu,D,3696,50,Amazon,Southeast,North Carolina,Charlotte,Online,18330703,5001
2021-02-11,Men's Athletic Footwear,33,143,4719,Thu,D,2360,50,Amazon,Southeast,North Carolina,Charlotte,Online,25490604,5001
2021-02-11,Women's Street Footwear,23,158,3634,Thu,D,1817,50,Amazon,Southeast,North Carolina,Charlotte,Online,52212854,5001
2021-02-11,Women's Athletic Footwear,29,101,2929,Thu,D,1465,50,Amazon,Midwest,Ohio,Columbus,Online,17577286,5001
2021-02-11,Men's Apparel,41,122,5002,Thu,D,2301,46,Amazon,Midwest,Ohio,Columbus,Online,70886991,5001
2021-02-11,Women's Apparel,29,143,4147,Thu,D,2530,61,Amazon,Midwest,Ohio,Columbus,Online,89742233,5001
2021-03-09,Men's Street Footwear,27,231,6237,Tue,D,3243,52,Amazon,Midwest,Ohio,Columbus,Online,24163700,5001
2021-03-09,Men's Athletic Footwear,27,126,3402,Tue,D,1531,45,Amazon,Midwest,Ohio,Columbus,Online,81486088,5001
2021-03-09,Women's Street Footwear,20,124,2480,Tue,D,1314,53,Amazon,Midwest,Ohio,Columbus,Online,16004510,5001
2021-03-09,Women's Athletic Footwear,24,98,2352,Tue,D,1223,52,Amazon,Midwest,Ohio,Columbus,Online,45244940,5001
2021-03-09,Men's Apparel,37,113,4181,Tue,D,2049,49,Amazon,Midwest,Ohio,Columbus,Online,73655003,5001
2021-03-09,Women's Apparel,28,128,3584,Tue,D,2186,61,Amazon,Midwest,Ohio,Columbus,Online,34147064,5001
2021-04-10,Men's Street Footwear,28,218,6104,Sat,W,3357,55,Amazon,Midwest,Ohio,Columbus,Online,76282944,5001
2021-04-10,Men's Athletic Footwear,28,111,3108,Sat,W,1523,49,Amazon,Midwest,Ohio,Columbus,Online,10764393,5001
2021-04-10,Women's Street Footwear,19,106,2014,Sat,W,1067,53,Amazon,Midwest,Ohio,Columbus,Online,39193824,5001
2021-04-10,Women's Athletic Footwear,24,102,2448,Sat,W,1224,50,Amazon,Midwest,Ohio,Columbus,Online,24264968,5001
2021-04-10,Men's Apparel,42,101,4242,Sat,W,1994,47,Amazon,Midwest,Ohio,Columbus,Online,92554840,5001
2021-04-10,Women's Apparel,34,137,4658,Sat,W,3028,65,Amazon,Midwest,Ohio,Columbus,Online,16658733,5001
2021-05-09,Men's Street Footwear,42,207,8694,Sun,W,4347,50,Amazon,Midwest,Ohio,Columbus,Online,35347312,5001
2021-05-09,Men's Athletic Footwear,44,135,5940,Sun,W,2911,49,Amazon,Midwest,Ohio,Columbus,Online,14973993,5001
2021-05-09,Women's Street Footwear,39,143,5577,Sun,W,2844,51,Amazon,Midwest,Ohio,Columbus,Online,61872190,5001
2021-05-09,Women's Athletic Footwear,38,123,4674,Sun,W,2571,55,Amazon,Midwest,Ohio,Columbus,Online,43873907,5001
2021-05-09,Men's Apparel,49,126,6174,Sun,W,2840,46,Amazon,Midwest,Ohio,Columbus,Online,28060650,5001
2021-05-09,Women's Apparel,53,143,7579,Sun,W,4851,64,Amazon,Midwest,Ohio,Columbus,Online,95537222,5001
2021-06-11,Men's Street Footwear,49,232,11368,Fri,D,6025,53,Amazon,Midwest,Ohio,Columbus,Online,23314369,5001
2021-06-11,Men's Athletic Footwear,41,138,5658,Fri,D,2603,46,Amazon,Midwest,Ohio,Columbus,Online,58467803,5001
2021-06-11,Women's Street Footwear,49,142,6958,Fri,D,3757,54,Amazon,Midwest,Ohio,Columbus,Online,80099462,5001
2021-06-11,Women's Athletic Footwear,49,140,6860,Fri,D,3499,51,Amazon,Midwest,Ohio,Columbus,Online,97883896,5001
2021-06-11,Men's Apparel,62,150,9300,Fri,D,4371,47,Amazon,Midwest,Ohio,Columbus,Online,33961700,5001
2021-06-11,Women's Apparel,64,196,12544,Fri,D,7777,62,Amazon,Midwest,Ohio,Columbus,Online,54469764,5001
2021-07-09,Men's Street Footwear,63,252,15876,Fri,D,8256,52,Amazon,Midwest,Ohio,Columbus,Online,39254930,5001
2021-07-09,Men's Athletic Footwear,56,195,10920,Fri,D,5132,47,Amazon,Midwest,Ohio,Columbus,Online,90009953,5001
2021-07-09,Women's Street Footwear,51,173,8823,Fri,D,4500,51,Amazon,Midwest,Ohio,Columbus,Online,14503291,5001
2021-07-09,Women's Athletic Footwear,53,152,8056,Fri,D,4350,54,Amazon,Midwest,Ohio,Columbus,Online,55730759,5001
2021-07-09,Men's Apparel,59,154,9086,Fri,D,4180,46,Amazon,Midwest,Ohio,Columbus,Online,72039137,5001
2021-07-09,Women's Apparel,69,181,12489,Fri,D,7868,63,Amazon,Midwest,Ohio,Columbus,Online,62777062,5001
2021-08-10,Men's Street Footwear,61,228,13908,Tue,D,6954,50,Amazon,Midwest,Ohio,Columbus,Online,12460185,5001
2021-08-10,Men's Athletic Footwear,58,195,11310,Tue,D,5203,46,Amazon,Midwest,Ohio,Columbus,Online,86288048,5001
2021-08-10,Women's Street Footwear,53,150,7950,Tue,D,4055,51,Amazon,Midwest,Ohio,Columbus,Online,48246376,5001
2021-08-10,Women's Athletic Footwear,41,158,6478,Tue,D,3304,51,Amazon,Midwest,Ohio,Columbus,Online,50244278,5001
2021-08-10,Men's Apparel,50,135,6750,Tue,D,3308,49,Amazon,Midwest,Ohio,Columbus,Online,13823515,5001
2021-08-10,Women's Apparel,54,169,9126,Tue,D,5567,61,Amazon,Midwest,Ohio,Columbus,Online,60488867,5001
2021-09-09,Men's Street Footwear,50,225,11250,Thu,D,6075,54,Amazon,Midwest,Ohio,Columbus,Online,33092647,5001
2021-09-09,Men's Athletic Footwear,47,173,8131,Thu,D,3822,47,Amazon,Midwest,Ohio,Columbus,Online,43298169,5001
2021-09-09,Women's Street Footwear,23,138,3174,Thu,D,1746,55,Amazon,Midwest,Ohio,Columbus,Online,36948794,5001
2021-09-09,Women's Athletic Footwear,24,113,2712,Thu,D,1383,51,Amazon,Midwest,Ohio,Columbus,Online,95677758,5001
2021-09-09,Men's Apparel,32,122,3904,Thu,D,1874,48,Amazon,Midwest,Ohio,Columbus,Online,20905181,5001
2021-09-09,Women's Apparel,37,138,5106,Thu,D,3166,62,Amazon,Midwest,Ohio,Columbus,Online,65933927,5001
2021-10-11,Men's Street Footwear,36,210,7560,Mon,D,3931,52,Amazon,Midwest,Ohio,Columbus,Online,39807341,5001
2021-10-11,Men's Athletic Footwear,29,138,4002,Mon,D,1881,47,Amazon,Midwest,Ohio,Columbus,Online,53506495,5001
2021-10-11,Women's Street Footwear,27,106,2862,Mon,D,1517,53,Amazon,Midwest,Ohio,Columbus,Online,67551610,5001
2021-10-11,Women's Athletic Footwear,29,112,3248,Mon,D,1656,51,Amazon,Midwest,Ohio,Columbus,Online,76759172,5001
2021-10-11,Men's Apparel,37,116,4292,Mon,D,1974,46,Amazon,Midwest,Ohio,Columbus,Online,57093482,5001
2021-10-11,Women's Apparel,38,147,5586,Mon,D,3519,63,Amazon,Midwest,Ohio,Columbus,Online,74468099,5001
2021-11-10,Men's Street Footwear,34,169,5746,Wed,D,2988,52,Amazon,Midwest,Ohio,Columbus,Online,21933356,5001
2021-11-10,Men's Athletic Footwear,24,140,3360,Wed,D,1512,45,Amazon,Midwest,Ohio,Columbus,Online,66793385,5001
2021-11-10,Women's Street Footwear,32,116,3712,Wed,D,1856,50,Amazon,Midwest,Ohio,Columbus,Online,32148701,5001
2021-11-10,Women's Athletic Footwear,59,135,7965,Wed,D,3983,50,Amazon,Midwest,Ohio,Columbus,Online,48163570,5001
2021-11-10,Men's Apparel,76,138,10488,Wed,D,5139,49,Amazon,Midwest,Ohio,Columbus,Online,39402272,5001
2021-11-10,Women's Apparel,74,167,12358,Wed,D,7909,64,Amazon,Midwest,Ohio,Columbus,Online,53601779,5001
2021-12-09,Men's Street Footwear,70,231,16170,Thu,D,8085,50,Amazon,Midwest,Ohio,Columbus,Online,56137701,5001
2021-12-09,Men's Athletic Footwear,60,181,10860,Thu,D,5104,47,Amazon,Midwest,Ohio,Columbus,Online,99897801,5001
2021-12-09,Women's Street Footwear,59,161,9499,Thu,D,4939,52,West Gear,Midwest,Ohio,Columbus,Online,16193508,1807
2021-12-09,Women's Athletic Footwear,63,147,9261,Thu,D,4631,50,West Gear,Midwest,Ohio,Columbus,Online,43513610,1807
2021-12-09,Men's Apparel,68,142,9656,Thu,D,4731,49,West Gear,Midwest,Ohio,Columbus,Online,99958980,1807
2021-12-09,Women's Apparel,74,156,11544,Thu,D,6926,60,West Gear,Midwest,Ohio,Columbus,Online,16131694,1807
2021-01-22,Men's Street Footwear,37,135,4995,Fri,D,2697,54,Amazon,Midwest,Ohio,Columbus,Online,81113264,5001
2021-01-22,Men's Athletic Footwear,38,78,2964,Fri,D,1393,47,Amazon,Midwest,Ohio,Columbus,Online,70795354,5001
2021-01-22,Women's Street Footwear,28,75,2100,Fri,D,1092,52,Amazon,Midwest,Ohio,Columbus,Online,83053842,5001
2021-01-22,Women's Athletic Footwear,34,42,1428,Fri,D,714,50,Amazon,Midwest,Ohio,Columbus,Online,39100857,5001
2021-01-22,Men's Apparel,46,52,2392,Fri,D,1124,47,Amazon,Midwest,Ohio,Columbus,Online,88145569,5001
2021-01-22,Women's Apparel,37,81,2997,Fri,D,1618,54,Amazon,Midwest,Ohio,Columbus,Online,44421676,5001
2021-02-22,Men's Street Footwear,38,138,5244,Mon,D,2779,53,Amazon,Midwest,Ohio,Columbus,Online,22831380,5001
2021-02-22,Men's Athletic Footwear,38,58,2204,Mon,D,1014,46,Amazon,Midwest,Ohio,Columbus,Online,32475131,5001
2021-02-22,Women's Street Footwear,29,63,1827,Mon,D,968,53,Amazon,Midwest,Ohio,Columbus,Online,60850890,5001
2021-02-22,Women's Athletic Footwear,34,34,1156,Mon,D,624,54,Amazon,Southeast,Kentucky,Louisville,Online,63946911,5001
2021-02-22,Men's Apparel,48,54,2592,Mon,D,1218,47,Amazon,Southeast,Kentucky,Louisville,Online,41358165,5001
2021-02-22,Women's Apparel,39,78,3042,Mon,D,1551,51,Amazon,Southeast,Kentucky,Louisville,Online,78363716,5001
2021-03-21,Men's Street Footwear,41,156,6396,Sun,W,3262,51,Amazon,Southeast,Kentucky,Louisville,Online,49174214,5001
2021-03-21,Men's Athletic Footwear,41,59,2419,Sun,W,1185,49,Amazon,Southeast,Kentucky,Louisville,Online,85262439,5001
2021-03-21,Women's Street Footwear,34,73,2482,Sun,W,1241,50,Amazon,Southeast,Kentucky,Louisville,Online,28893798,5001
2021-03-21,Women's Athletic Footwear,36,27,972,Sun,W,505,52,Amazon,Southeast,Kentucky,Louisville,Online,29327817,5001
2021-03-21,Men's Apparel,52,44,2288,Sun,W,1052,46,Amazon,Southeast,Kentucky,Louisville,Online,78325113,5001
2021-03-21,Women's Apparel,42,65,2730,Sun,W,1392,51,Amazon,Southeast,Kentucky,Louisville,Online,48295885,5001
2021-04-22,Men's Street Footwear,41,119,4879,Thu,D,2683,55,Amazon,Southeast,Kentucky,Louisville,Online,79005697,5001
2021-04-22,Men's Athletic Footwear,41,49,2009,Thu,D,964,48,Amazon,Southeast,Kentucky,Louisville,Online,32710222,5001
2021-04-22,Women's Street Footwear,38,49,1862,Thu,D,1024,55,Amazon,Southeast,Kentucky,Louisville,Online,50931211,5001
2021-04-22,Women's Athletic Footwear,42,29,1218,Thu,D,609,50,Amazon,Southeast,Kentucky,Louisville,Online,47878261,5001
2021-04-22,Men's Apparel,47,35,1645,Thu,D,806,49,Amazon,Southeast,Kentucky,Louisville,Online,62698497,5001
2021-04-22,Women's Apparel,36,75,2700,Thu,D,1350,50,Amazon,Southeast,Kentucky,Louisville,Online,61482338,5001
2021-05-23,Men's Street Footwear,49,156,7644,Sun,W,3898,51,Amazon,Southeast,Kentucky,Louisville,Online,33141325,5001
2021-05-23,Men's Athletic Footwear,42,68,2856,Sun,W,1428,50,Amazon,Southeast,Kentucky,Louisville,Online,22364616,5001
2021-05-23,Women's Street Footwear,38,58,2204,Sun,W,1146,52,Amazon,Southeast,Kentucky,Louisville,Online,23250418,5001
2021-05-23,Women's Athletic Footwear,38,38,1444,Sun,W,780,54,Amazon,Southeast,Kentucky,Louisville,Online,96133074,5001
2021-05-23,Men's Apparel,46,42,1932,Sun,W,889,46,Amazon,Southeast,Kentucky,Louisville,Online,94576808,5001
2021-05-23,Women's Apparel,51,83,4233,Sun,W,2159,51,Amazon,Southeast,Kentucky,Louisville,Online,61387623,5001
2021-06-22,Men's Street Footwear,36,142,5112,Tue,D,2556,50,Amazon,Southeast,Kentucky,Louisville,Online,56742642,5001
